Chromosome,Position,target
chr22,40837764.0,ST13
chr22,40852470.0,ST13
chr22,40854913.0,ST13
chr22,40859301.0,XPNPEP3
chr22,40860537.0,DNAJB7
chr22,40862034.0,DNAJB7
chr22,40871912.0,XPNPEP3
chr22,40884261.0,XPNPEP3
chr22,40905437.0,XPNPEP3
chr22,40917245.0,Metazoa_SRP
chr22,40917794.0,RNU6-379P
chr22,40928614.0,XPNPEP3
chr22,40939001.0,Intergenic region between XPNPEP3 and RBX1
chr22,40952468.0,RBX1
chr22,40958842.0,RBX1
chr22,40965960.0,RBX1
chr22,40970585.0,RBX1
chr22,41029846.0,Intergenic region between RBX1 and MIR1281
chr22,41045543.0,Y_RNA
chr22,41064342.0,ENSG00000237214
chr22,41065599.0,Y_RNA
chr22,41074709.0,ACTBP15
chr22,41092539.0,MIR1281
chr22,41104870.0,EP300
chr22,41104922.0,EP300
chr22,41132008.0,EP300
chr22,41148306.0,EP300
chr22,41164964.0,EP300
chr22,41168266.0,RNU6-375P
chr22,41176166.0,ENSG00000232754
chr22,41177618.0,ENSG00000232754
chr22,41186049.0,EP300-AS1
chr22,41189957.0,LRRC37A14P
chr22,41205333.0,L3MBTL2
chr22,41213128.0,L3MBTL2
chr22,41214231.0,L3MBTL2-AS1
chr22,41222494.0,L3MBTL2
chr22,41222494.0,L3MBTL2-AS1
chr22,41225639.0,L3MBTL2
chr22,41225639.0,L3MBTL2-AS1
chr22,41227831.0,L3MBTL2-AS1
chr22,41229216.0,L3MBTL2
chr22,41232858.0,CHADL
chr22,41234031.0,CHADL
chr22,41240203.0,CHADL
chr22,41248770.0,RANGAP1
chr22,41251421.0,RANGAP1
chr22,41253020.0,MIR6889
chr22,41261381.0,RANGAP1
chr22,41269746.0,RANGAP1
chr22,41280428.0,RANGAP1
chr22,41300990.0,Intergenic region between RANGAP1 and ZC3H7B
chr22,41314417.0,ZC3H7B
chr22,41329754.0,ZC3H7B
chr22,41340138.0,ZC3H7B
chr22,41352382.0,ZC3H7B
chr22,41358416.0,ZC3H7B
chr22,41372052.0,TEF
chr22,41377229.0,RNU6-495P
chr22,41377375.0,TEF
chr22,41390804.0,TEF
chr22,41394982.0,TEF
chr22,41397549.0,TEF
chr22,41416348.0,Intergenic region between TEF and TOB2
chr22,41431154.0,ENSG00000273424
chr22,41435208.0,TOB2
chr22,41442069.0,TOB2
chr22,41447341.0,ENSG00000289841
chr22,41452394.0,ACO2
chr22,41457640.0,ACO2
chr22,41463584.0,PHF5A
chr22,41468114.0,PHF5A
chr22,41487706.0,ACO2
chr22,41513225.0,ACO2
chr22,41519423.0,ACO2
chr22,41521624.0,ACO2
chr22,41526125.0,ACO2
chr22,41531844.0,POLR3H
chr22,41533254.0,POLR3H
chr22,41542411.0,POLR3H
chr22,41544318.0,POLR3H
chr22,41552463.0,ENSG00000286491
chr22,41556299.0,ENSG00000286491
chr22,41567475.0,CSDC2
chr22,41575745.0,CSDC2
chr22,41576283.0,CSDC2
chr22,41577858.0,PMM1
chr22,41581562.0,PMM1
chr22,41587149.0,PMM1
chr22,41589805.0,PMM1
chr22,41596503.0,Intergenic region between PMM1 and DESI1
chr22,41600646.0,DESI1
chr22,41612583.0,DESI1
chr22,41613083.0,DESI1
chr22,41621603.0,XRCC6
chr22,41629403.0,XRCC6
chr22,41645230.0,XRCC6
chr22,41648139.0,Y_RNA
chr22,41658872.0,XRCC6
chr22,41664384.0,Intergenic region between XRCC6 and SNU13
chr22,41674502.0,SNU13
chr22,41675984.0,SNU13
chr22,41676794.0,ENSG00000285531
chr22,41677056.0,ENSG00000285531
chr22,41678622.0,SNU13
chr22,41679763.0,RNU6-476P
chr22,41684535.0,SNU13
chr22,41689645.0,SNU13
chr22,41693506.0,C22orf46P
chr22,41696085.0,C22orf46P
chr22,41701443.0,MEI1
chr22,41709356.0,HMGN2P10
chr22,41710772.0,MEI1
chr22,41722086.0,RNU6ATAC22P
chr22,41724398.0,MEI1
chr22,41738333.0,MEI1
chr22,41747362.0,Y_RNA
chr22,41772742.0,MEI1
chr22,41778138.0,MEI1
chr22,41805463.0,CCDC134
chr22,41811782.0,CCDC134
chr22,41822786.0,CCDC134
chr22,41823340.0,CCDC134
chr22,41832243.0,SREBF2-AS1
chr22,41833188.0,SREBF2
chr22,41833968.0,SREBF2-AS1
chr22,41850142.0,SREBF2
chr22,41872211.0,SREBF2
chr22,41881170.0,SREBF2
chr22,41896118.0,SREBF2
chr22,41897679.0,SREBF2
chr22,41900977.0,MIR33A
chr22,41909985.0,SHISA8
chr22,41912386.0,SHISA8
chr22,41914775.0,SHISA8
chr22,41919938.0,Intergenic region between SHISA8 and TNFRSF13C
chr22,41923259.0,MIR378I
chr22,41923715.0,TNFRSF13C
chr22,41926790.0,TNFRSF13C
chr22,41935224.0,Intergenic region between TNFRSF13C and CENPM
chr22,41941204.0,CENPM
chr22,41944449.0,CENPM
chr22,41946802.0,CENPM
chr22,41955544.0,SMIM45
chr22,41966226.0,Intergenic region between CENPM and SEPTIN3
chr22,41977721.0,SEPTIN3
chr22,41981760.0,ENSG00000224883
chr22,41986831.0,SEPTIN3
chr22,41988654.0,SEPTIN3
chr22,41992169.0,SEPTIN3
chr22,41996456.0,SEPTIN3
chr22,41996768.0,SEPTIN3
chr22,41998784.0,WBP2NL
chr22,42001218.0,SLC25A5P1
chr22,42009306.0,WBP2NL
chr22,42039102.0,WBP2NL
chr22,42041333.0,WBP2NL
chr22,42060625.0,NAGA
chr22,42064333.0,NAGA
chr22,42066508.0,NAGA
chr22,42069346.0,NAGA
chr22,42071218.0,ENSG00000286659
chr22,42072677.0,Intergenic region between NAGA and PHETA2
chr22,42075875.0,PHETA2
chr22,42076109.0,SNORD13P1
chr22,42078731.0,PHETA2
chr22,42079983.0,SMDT1
chr22,42080816.0,SMDT1
chr22,42083145.0,SMDT1
chr22,42084120.0,SMDT1
chr22,42085879.0,NDUFA6
chr22,42088817.0,NDUFA6
chr22,42089828.0,ENSG00000270083
chr22,42090838.0,NDUFA6
chr22,42107253.0,NDUFA6-DT
chr22,42107322.0,NDUFA6-DT
chr22,42108358.0,OLA1P1
chr22,42125171.0,NDUFA6-DT
chr22,42126563.0,CYP2D6
chr22,42127473.0,CYP2D6
chr22,42127473.0,NDUFA6-DT
chr22,42129591.0,CYP2D6
chr22,42129680.0,CYP2D6
chr22,42129680.0,NDUFA6-DT
chr22,42132770.0,ENSG00000227370
chr22,42133455.0,NDUFA6-DT
chr22,42136804.0,NDUFA6-DT
chr22,42138179.0,ENSG00000232710
chr22,42138750.0,ENSG00000232710
chr22,42138892.0,ENSG00000281538
chr22,42140917.0,CYP2D7
chr22,42142188.0,CYP2D7
chr22,42144103.0,CYP2D7
chr22,42147085.0,CYP2D7
chr22,42152443.0,CYP2D8P
chr22,42178374.0,TCF20
chr22,42186022.0,TCF20
chr22,42195713.0,ENSG00000288719
chr22,42213187.0,TCF20
chr22,42274618.0,OGFRP1
chr22,42278894.0,TCF20
chr22,42311823.0,TCF20
chr22,42366838.0,LINC01315
chr22,42394940.0,NFAM1
chr22,42410453.0,NFAM1
chr22,42421901.0,NFAM1
chr22,42432335.0,NFAM1
chr22,42442108.0,ENSG00000230107
chr22,42473755.0,Intergenic region between NFAM1 and RRP7A
chr22,42506557.0,SERHL
chr22,42511793.0,RRP7A
chr22,42517073.0,RRP7A
chr22,42518926.0,RRP7A
chr22,42519781.0,RRP7A
chr22,42539986.0,Intergenic region between RRP7A and SERHL2
chr22,42556910.0,SERHL2
chr22,42557708.0,RRP7BP
chr22,42563282.0,RRP7BP
chr22,42563282.0,SERHL2
chr22,42565188.0,RN7SKP80
chr22,42569198.0,RNU6-513P
chr22,42570349.0,SERHL2
chr22,42574178.0,RRP7BP
chr22,42578366.0,RRP7BP
chr22,42580937.0,RRP7BP
chr22,42589639.0,POLDIP3
chr22,42589696.0,ENSG00000289517
chr22,42597626.0,ENSG00000289517
chr22,42597626.0,POLDIP3
chr22,42600871.0,ENSG00000289517
chr22,42600871.0,POLDIP3
chr22,42608724.0,ENSG00000289517
chr22,42608724.0,POLDIP3
chr22,42614914.0,POLDIP3
chr22,42615318.0,RNU12
chr22,42615575.0,ENSG00000270022
chr22,42621277.0,ENSG00000289517
chr22,42621518.0,CYB5R3
chr22,42621949.0,CYB5R3
chr22,42629773.0,CYB5R3
chr22,42634051.0,CYB5R3
chr22,42638375.0,CYB5R3
chr22,42639913.0,ATP5MGL
chr22,42640381.0,ATP5MGL
chr22,42666579.0,CYB5R3
chr22,42692558.0,A4GALT
chr22,42707372.0,CYB5R3
chr22,42707586.0,A4GALT
chr22,42750493.0,Intergenic region between A4GALT and ARFGAP3
chr22,42762909.0,Y_RNA
chr22,42776850.0,RPL5P34
chr22,42785780.0,GOLGA2P4
chr22,42793063.0,ENSG00000274717
chr22,42801806.0,ARFGAP3
chr22,42814708.0,ARFGAP3
chr22,42834921.0,ARFGAP3
chr22,42841474.0,PACSIN2
chr22,42852331.0,ARFGAP3
chr22,42852331.0,PACSIN2
chr22,42853600.0,ENSG00000226989
chr22,42857616.0,ARFGAP3
chr22,42870828.0,PACSIN2
chr22,42886632.0,PACSIN2
chr22,42889924.0,PACSIN2
chr22,42901574.0,PACSIN2
chr22,42963591.0,PACSIN2
chr22,42985761.0,PACSIN2
chr22,43045475.0,TTLL1-AS1
chr22,43049502.0,TTLL1
chr22,43061871.0,TTLL1
chr22,43076852.0,TTLL1
chr22,43092345.0,ENSG00000234735
chr22,43094213.0,Intergenic region between TTLL1 and BIK
chr22,43117444.0,BIK
chr22,43125921.0,BIK
chr22,43129115.0,BIK
chr22,43132874.0,MCAT
chr22,43134719.0,MCAT
chr22,43140089.0,MCAT
chr22,43143349.0,MCAT
chr22,43151314.0,Intergenic region between MCAT and TSPO
chr22,43155437.0,TSPO
chr22,43161080.0,TSPO
chr22,43163042.0,TSPO
chr22,43168538.0,TTLL12
chr22,43170427.0,TTLL12
chr22,43177080.0,TTLL12
chr22,43181514.0,TTLL12
chr22,43185096.0,TTLL12
chr22,43210963.0,SCUBE1
chr22,43213167.0,SCUBE1-AS2
chr22,43218074.0,SCUBE1
chr22,43235504.0,ENSG00000234892
chr22,43238976.0,ENSG00000234892
chr22,43279493.0,SCUBE1
chr22,43279892.0,SCUBE1-AS1
chr22,43329589.0,SCUBE1
chr22,43341253.0,SCUBE1
chr22,43382125.0,Intergenic region between SCUBE1 and MPPED1
chr22,43405005.0,LINC01639
chr22,43418155.0,MPPED1
chr22,43461736.0,MPPED1
chr22,43503087.0,MPPED1
chr22,43510775.0,ENSG00000286801
chr22,43538084.0,EFCAB6-AS1
chr22,43549211.0,EFCAB6
chr22,43564419.0,EFCAB6
chr22,43639130.0,EFCAB6
chr22,43694865.0,EFCAB6
chr22,43721680.0,EFCAB6
chr22,43759554.0,ENSG00000233157
chr22,43772066.0,EFCAB6
chr22,43780443.0,EFCAB6
chr22,43802657.0,HMGN2P9
chr22,43814924.0,EFCAB6-DT
chr22,43826799.0,SULT4A1
chr22,43834009.0,SULT4A1
chr22,43840416.0,SULT4A1
chr22,43852192.0,SULT4A1
chr22,43864745.0,Intergenic region between SULT4A1 and PNPLA5
chr22,43883648.0,PNPLA5
chr22,43888471.0,PNPLA5
chr22,43890932.0,PNPLA5
chr22,43908445.0,Intergenic region between PNPLA5 and PNPLA3
chr22,43925415.0,PNPLA3
chr22,43927995.0,PNPLA3
chr22,43930961.0,PNPLA3
chr22,43948786.0,PNPLA3
chr22,43952696.0,PNPLA3
chr22,43957187.0,RPL35AP36
chr22,43963874.0,SAMM50
chr22,43974537.0,SAMM50
chr22,43977324.0,SAMM50
chr22,43980935.0,SAMM50
chr22,43997260.0,SAMM50
chr22,44058447.0,PARVB
chr22,44066057.0,PARVB
chr22,44109505.0,ENSG00000279175
chr22,44134735.0,PARVB
chr22,44146495.0,ENSG00000280434
chr22,44150196.0,ENSG00000280434
chr22,44150196.0,PARVB
chr22,44168422.0,PARVB
chr22,44176542.0,PARVG
chr22,44181067.0,PARVG
chr22,44185384.0,ENSG00000279933
chr22,44189918.0,PARVG
chr22,44193479.0,PARVG
chr22,44207947.0,PARVG
chr22,44219976.0,ENSG00000280011
chr22,44240998.0,Intergenic region between PARVG and SHISAL1
chr22,44264649.0,SHISAL1
chr22,44291287.0,SHISAL1
chr22,44304900.0,SHISAL1
chr22,44365917.0,ENSG00000220702
chr22,44396937.0,Intergenic region between SHISAL1 and RTL6
chr22,44414149.0,ENSG00000236079
chr22,44444057.0,LINC01656
chr22,44483605.0,MRPS18CP6
chr22,44486604.0,ENSG00000279642
chr22,44494803.0,RTL6
chr22,44497841.0,RTL6
chr22,44567605.0,KRT18P23
chr22,44570873.0,LINC00207
chr22,44599968.0,Intergenic region between RTL6 and PRR5-ARHGAP8
chr22,44616178.0,LINC00229
chr22,44652106.0,ANP32BP2
chr22,44685516.0,PRR5
chr22,44702359.0,PRR5-ARHGAP8
chr22,44717144.0,PRR5
chr22,44717144.0,PRR5-ARHGAP8
chr22,44733707.0,PRR5
chr22,44733707.0,PRR5-ARHGAP8
chr22,44736402.0,PRR5
chr22,44771719.0,ARHGAP8
chr22,44771719.0,PRR5-ARHGAP8
chr22,44780435.0,ARHGAP8
chr22,44811527.0,ARHGAP8
chr22,44811527.0,PRR5-ARHGAP8
chr22,44820115.0,ARHGAP8
chr22,44820115.0,PRR5-ARHGAP8
chr22,44844123.0,PRR5-ARHGAP8
chr22,44844164.0,ARHGAP8
chr22,44855711.0,ARHGAP8
chr22,44883522.0,PHF21B
chr22,44889684.0,PHF21B
chr22,44902008.0,RPL6P28
chr22,44903696.0,PHF21B
chr22,44915119.0,PHF21B
chr22,44963168.0,PHF21B
chr22,45002091.0,ENSG00000230922
chr22,45040124.0,Intergenic region between PHF21B and NUP50-DT
chr22,45148415.0,NUP50-DT
chr22,45155774.0,ENSG00000273243
chr22,45170237.0,NUP50
chr22,45177350.0,NUP50
chr22,45179149.0,ENSG00000273353
chr22,45183331.0,NUP50
chr22,45189279.0,Intergenic region between NUP50 and KIAA0930
chr22,45196078.0,KIAA0930
chr22,45200986.0,MIR1249
chr22,45201943.0,KIAA0930
chr22,45204601.0,KIAA0930
chr22,45223284.0,KIAA0930
chr22,45246563.0,Intergenic region between KIAA0930 and UPK3A
chr22,45262928.0,ENSG00000273287
chr22,45275841.0,ENSG00000213752
chr22,45286200.0,UPK3A
chr22,45288276.0,UPK3A
chr22,45291148.0,UPK3A
chr22,45294541.0,UPK3A
chr22,45308214.0,Intergenic region between UPK3A and FAM118A
chr22,45316093.0,FAM118A
chr22,45325602.0,FAM118A
chr22,45334936.0,FAM118A
chr22,45341495.0,FAM118A
chr22,45349568.0,SMC1B
chr22,45372397.0,SMC1B
chr22,45391766.0,SMC1B
chr22,45401266.0,SMC1B
chr22,45411170.0,SMC1B
chr22,45413292.0,SMC1B
chr22,45415777.0,RIBC2
chr22,45420081.0,RIBC2
chr22,45424160.0,RIBC2
chr22,45429303.0,RIBC2
chr22,45442303.0,ENSG00000232363
chr22,45478705.0,Intergenic region between RIBC2 and FBLN1
chr22,45516775.0,FBLN1
chr22,45532592.0,FBLN1
chr22,45537576.0,FBLN1
chr22,45571688.0,FBLN1
chr22,45607168.0,LINC01589
chr22,45612644.0,LINC01589
chr22,45624581.0,RNU6-1161P
chr22,45664556.0,ENSG00000280383
chr22,45671946.0,ATXN10
chr22,45676127.0,ENSG00000280383
chr22,45700797.0,ATXN10
chr22,45760560.0,MIR4762
chr22,45787424.0,ATXN10
chr22,45793026.0,ENSG00000235347
chr22,45830346.0,ATXN10
chr22,45877589.0,ENSG00000279954
chr22,45883718.0,ENSG00000235091
chr22,45925757.0,WNT7B
chr22,45954253.0,WNT7B
chr22,45992553.0,Intergenic region between WNT7B and PRR34-AS1
chr22,46008696.0,ENSG00000280424
chr22,46014551.0,ENSG00000273145
chr22,46042379.0,LINC00899
chr22,46047848.0,ENSG00000289160
chr22,46051619.0,PRR34
chr22,46053326.0,ENSG00000273289
chr22,46053733.0,PRR34-AS1
chr22,46053987.0,PRR34
chr22,46055520.0,PRR34-AS1
chr22,46056949.0,ENSG00000231010
chr22,46068623.0,LINC02939
chr22,46070407.0,ENSG00000289044
chr22,46083297.0,MIRLET7BHG
chr22,46083316.0,MIRLET7BHG
chr22,46091084.0,MIR3619
chr22,46112756.0,MIRLET7A3
chr22,46113638.0,MIR4763
chr22,46113726.0,MIRLET7B
chr22,46113774.0,MIRLET7BHG
chr22,46164324.0,ENSG00000280384
chr22,46166005.0,PPARA
chr22,46184455.0,PPARA
chr22,46219159.0,PPARA
chr22,46225879.0,PPARA
chr22,46237812.0,PPARA
chr22,46238532.0,PPARA
chr22,46244602.0,CDPF1
chr22,46246182.0,CDPF1
chr22,46248767.0,CDPF1
chr22,46251286.0,ENSG00000289858
chr22,46252909.0,Intergenic region between CDPF1 and PKDREJ
chr22,46257128.0,PKDREJ
chr22,46259932.0,PKDREJ
chr22,46262963.0,PKDREJ
chr22,46268282.0,TTC38
chr22,46270970.0,TTC38
chr22,46276305.0,TTC38
chr22,46280140.0,TTC38
chr22,46283459.0,TTC38
chr22,46289637.0,TTC38
chr22,46290962.0,TTC38
chr22,46295899.0,GTSE1-DT
chr22,46302859.0,GTSE1
chr22,46310564.0,GTSE1
chr22,46313081.0,GTSE1
chr22,46322379.0,GTSE1
chr22,46330199.0,GTSE1
chr22,46338662.0,TRMU
chr22,46350122.0,TRMU
chr22,46354663.0,TRMU
chr22,46356422.0,TRMU
chr22,46360051.0,Intergenic region between TRMU and CELSR1
chr22,46362716.0,CELSR1
chr22,46399027.0,CELSR1
chr22,46481544.0,FAM136EP
chr22,46484190.0,CELSR1
chr22,46535676.0,CELSR1
chr22,46537023.0,CELSR1
chr22,46538849.0,ENSG00000288754
chr22,46544845.0,LINC02925
chr22,46597320.0,GRAMD4
chr22,46617112.0,GRAMD4
chr22,46661923.0,GRAMD4
chr22,46666889.0,GRAMD4
chr22,46673973.0,GRAMD4
chr22,46684923.0,CERK
chr22,46693050.0,CERK
chr22,46704806.0,CERK
chr22,46710058.0,CERK
chr22,46716195.0,CERK
chr22,46729224.0,CERK
chr22,46757000.0,Intergenic region between CERK and TBC1D22A
chr22,46762228.0,TBC1D22A-DT
chr22,46778210.0,TBC1D22A
chr22,46795658.0,TBC1D22A
chr22,46838082.0,TBC1D22A
chr22,46886744.0,TBC1D22A
chr22,46915066.0,TBC1D22A-AS1
chr22,47035267.0,TBC1D22A
chr22,47116527.0,ENSG00000278881
chr22,47260186.0,ENSG00000280312
chr22,47359554.0,ENSG00000224715
chr22,47474212.0,LINC01644
chr22,47621899.0,LINC00898
chr22,47663080.0,ENSG00000232897
chr22,47770742.0,EPIC1
chr22,47826915.0,EPIC1
chr22,47921495.0,ENSG00000279712
chr22,48046629.0,ENSG00000235154
chr22,48055460.0,ENSG00000278890
chr22,48140230.0,ENSG00000238192
chr22,48142385.0,ENSG00000229275
chr22,48257009.0,ENSG00000285707
chr22,48274389.0,MIR3201
chr22,48326805.0,ENSG00000288540
chr22,48409516.0,ENSG00000285855
chr22,48450053.0,ENSG00000233179
chr22,48481729.0,ENSG00000287225
chr22,48543143.0,ENSG00000281732
chr22,48568100.0,TAFA5
chr22,48677198.0,TAFA5
chr22,48779372.0,TAFA5
chr22,48780323.0,MIR4535
chr22,48882577.0,LINC01310
chr22,49050016.0,NHIP
chr22,49166218.0,Intergenic region between TAFA5 and C22orf34
chr22,49177241.0,ENSG00000285623
chr22,49214078.0,RPL35P8
chr22,49265140.0,ENSG00000280199
chr22,49375021.0,ENSG00000285722
chr22,49501076.0,ENSG00000280224
chr22,49519563.0,MIR3667HG
chr22,49534493.0,ENSG00000279597
chr22,49543429.0,MIR3667
chr22,49552576.0,ENSG00000212939
chr22,49573844.0,ENSG00000213279
chr22,49614186.0,ENSG00000235111
chr22,49630940.0,ENSG00000288834
chr22,49641234.0,MIR3667HG
chr22,49663639.0,ENSG00000286393
chr22,49711443.0,Intergenic region between C22orf34 and BRD1
chr22,49721279.0,ENSG00000226954
chr22,49738839.0,RN7SKP252
chr22,49758303.0,RPL5P35
chr22,49785620.0,BRD1
chr22,49806329.0,ENSG00000279345
chr22,49813228.0,BRD1
chr22,49817479.0,ENSG00000236867
chr22,49835674.0,ENSG00000260613
chr22,49841262.0,Intergenic region between BRD1 and ZBED4
chr22,49846009.0,ENSG00000229409
chr22,49846587.0,Metazoa_SRP
chr22,49852394.0,ENSG00000279494
chr22,49868892.0,ZBED4
chr22,49886043.0,ZBED4
chr22,49888384.0,ZBED4
chr22,49897307.0,Intergenic region between ZBED4 and ALG12
chr22,49903401.0,ENSG00000273192
chr22,49904077.0,ALG12
chr22,49908909.0,ALG12
chr22,49911660.0,ALG12
chr22,49915934.0,ALG12
chr22,49916621.0,ALG12
chr22,49918989.0,CRELD2
chr22,49920972.0,CRELD2
chr22,49923065.0,CRELD2
chr22,49925982.0,CRELD2
chr22,49934236.0,ENSG00000278869
chr22,49942722.0,Intergenic region between CRELD2 and PIM3
chr22,49960893.0,PIM3
chr22,49962312.0,PIM3
chr22,49962902.0,MIR6821
chr22,49963511.0,PIM3
chr22,49980603.0,Intergenic region between PIM3 and IL17REL
chr22,49995033.0,IL17REL
chr22,49999050.0,IL17REL
chr22,50000463.0,IL17REL
chr22,50006933.0,IL17REL
chr22,50017239.0,Intergenic region between IL17REL and TTLL8
chr22,50025976.0,TTLL8
chr22,50037498.0,TTLL8
chr22,50043783.0,TTLL8
chr22,50048084.0,TTLL8
chr22,50054259.0,TTLL8
chr22,50059356.0,Intergenic region between TTLL8 and MLC1
chr22,50063940.0,MLC1
chr22,50072966.0,MLC1
chr22,50078909.0,MLC1
chr22,50082634.0,MLC1
chr22,50085158.0,MLC1
chr22,50092220.0,MOV10L1
chr22,50094590.0,ENSG00000280395
chr22,50094777.0,MOV10L1
chr22,50104156.0,MOV10L1
chr22,50130916.0,MOV10L1
chr22,50157400.0,MOV10L1
chr22,50165041.0,Intergenic region between MOV10L1 and PANX2
chr22,50173851.0,PANX2
chr22,50179195.0,PANX2
chr22,50186236.0,TRABD
chr22,50190144.0,TRABD
chr22,50192062.0,ENSG00000273188
chr22,50196120.0,TRABD
chr22,50198853.0,TRABD
chr22,50199963.0,TRABD-AS1
chr22,50202269.0,SELENOO
chr22,50203719.0,SELENOO
chr22,50205823.0,ENSG00000272836
chr22,50208346.0,SELENOO
chr22,50209001.0,SELENOO-AS1
chr22,50214143.0,SELENOO
chr22,50215856.0,SELENOO
chr22,50219365.0,TUBGCP6
chr22,50224245.0,TUBGCP6
chr22,50230162.0,TUBGCP6
chr22,50239262.0,TUBGCP6
chr22,50241328.0,TUBGCP6
chr22,50245825.0,ENSG00000288871
chr22,50247168.0,HDAC10
chr22,50247301.0,MAPK12
chr22,50250732.0,HDAC10
chr22,50252843.0,MAPK12
chr22,50257041.0,MAPK12
chr22,50259723.0,MAPK12
chr22,50261455.0,MAPK12
chr22,50263303.0,Intergenic region between MAPK12 and MAPK11
chr22,50264562.0,MAPK11
chr22,50266332.0,MAPK11
chr22,50268930.0,MAPK11
chr22,50270509.0,MAPK11
chr22,50276510.0,PLXNB2
chr22,50278874.0,PLXNB2
chr22,50284407.0,PLXNB2
chr22,50287439.0,PLXNB2
chr22,50289423.0,PLXNB2
chr22,50298829.0,PLXNB2
chr22,50301203.0,PLXNB2
chr22,50310711.0,DENND6B
chr22,50314069.0,DENND6B
chr22,50315187.0,ENSG00000227484
chr22,50316634.0,ENSG00000279182
chr22,50321580.0,DENND6B
chr22,50326964.0,DENND6B
chr22,50371512.0,PPP6R2
chr22,50379706.0,PPP6R2
chr22,50425560.0,PPP6R2
chr22,50435708.0,PPP6R2
chr22,50440746.0,PPP6R2
chr22,50445729.0,SBF1
chr22,50449137.0,SBF1
chr22,50458577.0,SBF1
chr22,50465234.0,SBF1
chr22,50474718.0,SBF1
chr22,50481712.0,ADM2
chr22,50483308.0,SBF1
chr22,50484566.0,ADM2
chr22,50484797.0,ADM2
chr22,50486842.0,MIOX
chr22,50488394.0,MIOX
chr22,50489955.0,MIOX
chr22,50497089.0,Intergenic region between MIOX and LMF2
chr22,50503932.0,LMF2
chr22,50505537.0,LMF2
chr22,50507356.0,LMF2
chr22,50511751.0,NCAPH2
chr22,50512357.0,NCAPH2
chr22,50517273.0,NCAPH2
chr22,50521456.0,NCAPH2
chr22,50523612.0,SCO2
chr22,50524509.0,ENSG00000272821
chr22,50524509.0,NCAPH2
chr22,50525349.0,SCO2
chr22,50525921.0,SCO2
chr22,50526678.0,TYMP
chr22,50529777.0,TYMP
chr22,50530384.0,ODF3B
chr22,50530477.0,ODF3B
chr22,50532243.0,ODF3B
chr22,50540460.0,Intergenic region between ODF3B and KLHDC7B
chr22,50541668.0,ENSG00000289947
chr22,50542059.0,ENSG00000273272
chr22,50542605.0,KLHDC7B-DT
chr22,50547419.0,KLHDC7B
chr22,50550404.0,KLHDC7B
chr22,50550564.0,KLHDC7B
chr22,50551226.0,SYCE3
chr22,50557152.0,SYCE3
chr22,50561183.0,SYCE3
chr22,50569920.0,CPT1B
chr22,50569924.0,CHKB-CPT1B
chr22,50574551.0,CHKB-CPT1B
chr22,50574551.0,CPT1B
chr22,50577683.0,CPT1B
chr22,50578644.0,CHKB-CPT1B
chr22,50579672.0,CHKB
chr22,50580925.0,CHKB
chr22,50580925.0,CHKB-CPT1B
chr22,50589390.0,CHKB-DT
chr22,50592300.0,CHKB
chr22,50593391.0,CHKB
chr22,50597375.0,ENSG00000272940
chr22,50602214.0,MAPK8IP2
chr22,50609396.0,MAPK8IP2
chr22,50615201.0,Intergenic region between MAPK8IP2 and ARSA
chr22,50624172.0,ARSA
chr22,50627219.0,ARSA
chr22,50628965.0,ENSG00000289244
chr22,50652446.0,Intergenic region between ARSA and SHANK3
chr22,50669852.0,Y_RNA
chr22,50673443.0,ENSG00000286508
chr22,50676520.0,SHANK3
chr22,50691311.0,RNU6-409P
chr22,50691417.0,SHANK3
chr22,50712585.0,SHANK3
chr22,50727300.0,SHANK3
chr22,50729808.0,SHANK3
chr22,50736981.0,ENSG00000225929
chr22,50738211.0,ACR
chr22,50742056.0,ENSG00000254499
chr22,50742627.0,ACR
chr22,50755054.0,ENSG00000213683
chr22,50757845.0,RPL23AP7
chr22,50766361.0,RPL23AP7
chr22,50771638.0,RABL2B
chr22,50780153.0,RABL2B
chr22,50780153.0,RPL23AP7
chr3,263042.0,CHL1
chr3,282740.0,RNU6-1194P
chr3,309017.0,RPS8P6
chr3,344313.0,CHL1
chr3,374582.0,CHL1-AS1
chr3,374915.0,CHL1
chr3,399435.0,CHL1
chr3,537834.0,ENSG00000287505
chr3,618051.0,RPSAP32
chr3,691311.0,LINC01266
chr3,857607.0,ENSG00000224239
chr3,881536.0,Intergenic region between CHL1 and CNTN6
chr3,1010534.0,ENSG00000235158
chr3,1065727.0,RN7SL120P
chr3,1233138.0,CNTN6
chr3,1375489.0,CNTN6
chr3,1390623.0,CNTN6
chr3,1394310.0,CRB3P1
chr3,1596010.0,RPL23AP38
chr3,1730271.0,RPL23AP39
chr3,1905887.0,RPL21P17
chr3,1974925.0,ENSG00000225044
chr3,2061285.0,Intergenic region between CNTN6 and CNTN4
chr3,2089071.0,RN7SKP144
chr3,2097851.0,ENSG00000288831
chr3,2127324.0,CNTN4-AS2
chr3,2138872.0,ENSG00000286363
chr3,2362497.0,HINT2P1
chr3,2422177.0,CNTN4
chr3,2890117.0,CNTN4
chr3,2985402.0,DNAJC19P4
chr3,3035950.0,CNTN4
chr3,3038676.0,CNTN4
chr3,3039588.0,CNTN4-AS1
chr3,3049051.0,CNTN4
chr3,3054693.0,CNTN4-AS1
chr3,3067782.0,CNTN4-AS1
chr3,3080872.0,IL5RA
